Birth Rate,Business Tax Rate,CO2 Emissions,Birth Rate Classificaton,Above Health Exp Threshold?,GDP per Capita,Country,Days to Start Business,Ease of Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Number of Records,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Region,Tourism Inbound,Tourism Outbound,Year
0.017,0.464,34338,1.5-3%,Below Threshold,1578.36733,Azerbaijan,113,,13427,13245421881,0.079,122,756,0.044,0.08,0.17,72,66,0.262,1,0.26,0.676,0.064,8391850,0.524,Asia,100000000,188000000,1/12/2005
0.023,0.353,37554,1.5-3%,Below Threshold,421.1233114,Bangladesh,50,,23868,60277560976,0.032,13,400,0.051,0.002,0.14,68,67,0.063,1,0.343,0.614,0.043,143135180,0.268,Asia,79000000,375000000,1/12/2005
0.023,0.408,396,1.5-3%,Below Threshold,1258.990995,Bhutan,62,,204,818869146,0.043,55,274,0.045,0.038,0.14,64,64,0.055,1,0.34,0.619,0.041,650417,0.31,Asia,19000000,,1/12/2005
0.02,,5126,1.5-3%,Below Threshold,25913.57837,Brunei Darussalam,,,2217,9531402830,0.026,671,,0.007,0.365,0.055,79,75,0.633,1,0.289,0.679,0.032,367815,0.735,Asia,191000000,374000000,1/12/2005
0.026,0.215,2776,1.5-3%,Below Threshold,471.1625029,Cambodia,86,,3436,6293046162,0.069,33,137,0.052,0.003,,70,65,0.08,1,0.361,0.595,0.044,13356424,0.192,Asia,929000000,137000000,1/12/2005
0.012,0.8,5790017,Below 1.5%,Below Threshold,1731.123247,China,48,,1775677,2.2569E+12,0.047,80,832,0.02,0.085,0.056,75,73,0.298,1,0.205,0.718,0.077,1303720000,0.425,Asia,31842000000,24721000000,1/12/2005
0.013,0.57,5068,Below 1.5%,Below Threshold,1469.974624,Georgia,21,,2841,6411147323,0.086,123,448,0.022,0.061,0.176,77,69,0.262,1,0.184,0.67,0.146,4361400,0.525,Asia,287000000,237000000,1/12/2005
0.008,0.241,40546,Below 1.5%,Below Threshold,26649.73874,"Hong Kong SAR, China",11,,12664,1.8157E+11,,,80,,0.569,0.078,85,79,1.239,1,0.142,0.736,0.121,6813200,1,Asia,13588000000,13305000000,1/12/2005
0.023,0.666,1411128,1.5-3%,Below Threshold,740.1142485,India,71,,539388,8.34215E+11,0.042,32,264,0.056,0.024,0.108,66,63,0.08,1,0.322,0.631,0.047,1127143548,0.292,Asia,7659000000,8277000000,1/12/2005
0.021,0.375,341992,1.5-3%,Below Threshold,1273.466913,Indonesia,151,,179461,2.85869E+11,0.028,36,560,0.033,0.036,0.141,71,67,0.209,1,0.3,0.651,0.049,224480901,0.459,Asia,5094000000,4740000000,1/12/2005
0.008,0.525,1238181,Below 1.5%,Below Threshold,35781.19008,Japan,30,,520541,4.57187E+12,0.082,2928,315,0.003,0.669,0.017,85,79,0.76,1,0.138,0.663,0.198,127773000,0.86,Asia,15555000000,48102000000,1/12/2005
0.018,0.441,176947,1.5-3%,Below Threshold,3771.278957,Kazakhstan,25,,50805,57123671734,0.041,154,271,0.029,0.03,,72,60,0.358,1,0.247,0.677,0.076,15147029,0.547,Asia,801000000,940000000,1/12/2005
0.016,,83014,1.5-3%,Below Threshold,,"Korea, Dem. Rep.",,,21331,,,,,0.026,,,72,65,,1,0.247,0.678,0.074,23813333,0.598,Asia,,,1/12/2005
0.009,0.354,462918,Below 1.5%,Below Threshold,18657.45489,"Korea, Rep.",17,,210176,8.98134E+11,0.056,988,290,0.005,0.735,0.056,82,75,0.815,1,0.191,0.716,0.093,48138077,0.813,Asia,8290000000,16924000000,1/12/2005
0.021,0.681,5233,1.5-3%,Below Threshold,476.4800976,Kyrgyz Republic,21,,2497,2459876152,0.058,28,202,0.034,0.105,0.266,72,64,0.107,1,0.313,0.631,0.056,5162600,0.353,Asia,94000000,94000000,1/12/2005
0.028,0.352,1434,1.5-3%,Below Threshold,472.4084631,Lao PDR,153,,,2735550177,0.043,20,672,0.07,0.009,0.268,66,63,0.114,1,0.404,0.559,0.037,5790646,0.274,Asia,143000000,10000000,1/12/2005
0.008,,1837,Below 1.5%,Below Threshold,25189.77936,"Macao SAR, China",,,,11792570016,,,,,0.349,0.07,81,76,1.138,1,0.173,0.754,0.073,468149,1,Asia,8190000000,615000000,1/12/2005
0.019,0.36,177373,1.5-3%,Below Threshold,5553.937696,Malaysia,37,,63507,1.43533E+11,0.032,179,190,0.007,0.486,0.06,76,72,0.756,1,0.302,0.654,0.044,25843466,0.666,Asia,10389000000,4339000000,1/12/2005
0.021,0.093,700,1.5-3%,Below Threshold,3335.194999,Maldives,9,,225,992473987,0.07,235,,0.019,0.069,0.13,75,73,0.684,1,0.343,0.611,0.046,297576,0.338,Asia,826000000,94000000,1/12/2005
0.02,0.398,8647,1.5-3%,Below Threshold,998.75636,Mongolia,13,,2625,2523359941,0.06,60,204,0.037,,0.306,69,62,0.221,1,0.289,0.673,0.037,2526502,0.625,Asia,203000000,173000000,1/12/2005
0.019,,11613,1.5-3%,Below Threshold,,Myanmar,,,14817,,0.021,5,,0.051,0.001,0.15,66,61,0.003,1,0.281,0.67,0.049,50181020,0.289,Asia,83000000,34000000,1/12/2005
0.028,0.325,3242,1.5-3%,Below Threshold,321.4550186,Nepal,31,,9132,8130258976,0.057,19,408,0.047,0.008,0.081,66,64,0.009,1,0.395,0.561,0.044,25292058,0.152,Asia,160000000,221000000,1/12/2005
0.028,0.431,136636,1.5-3%,Below Threshold,693.1760407,Pakistan,24,,76227,1.09502E+11,0.032,22,560,0.08,0.063,0.091,66,64,0.081,1,0.382,0.577,0.041,157971415,0.347,Asia,828000000,1753000000,1/12/2005
0.027,0.472,74832,1.5-3%,Below Threshold,1200.9385,Philippines,47,,38756,1.03066E+11,0.039,47,195,0.028,0.054,0.102,71,64,0.405,1,0.371,0.595,0.034,85821214,0.466,Asia,2755000000,1547000000,1/12/2005
0.01,0.277,30359,Below 1.5%,Below Threshold,29869.66102,Singapore,6,,21947,1.27418E+11,0.038,1058,80,0.002,0.61,0.053,83,78,0.975,1,0.191,0.726,0.082,4265800,1,Asia,6209000000,10071000000,1/12/2005
0.019,0.567,11643,1.5-3%,Below Threshold,1242.40435,Sri Lanka,48,,9001,24405791045,0.04,49,256,0.012,0.018,0.108,77,70,0.168,1,0.254,0.675,0.07,19644000,0.184,Asia,729000000,552000000,1/12/2005
0.03,0.799,2439,Above 3%,Below Threshold,339.7644428,Tajikistan,80,,2342,2312319579,0.048,16,224,0.054,0.003,0.233,69,62,0.039,1,0.384,0.579,0.037,6805655,0.264,Asia,9100000,3800000,1/12/2005
0.013,0.375,256169,Below 1.5%,Below Threshold,2689.953935,Thailand,33,,99166,1.76352E+11,0.035,95,264,0.015,0.15,0.058,76,69,0.465,1,0.223,0.7,0.077,65559487,0.375,Asia,12102000000,4917000000,1/12/2005
0.038,0.484,176,Above 3%,Below Threshold,487.440596,Timor-Leste,167,,58,479100000,0.073,33,640,0.065,0.001,0.167,65,62,0.033,1,0.48,0.493,0.027,982889,0.263,Asia,,,1/12/2005
0.023,,45375,1.5-3%,Below Threshold,1706.956726,Turkmenistan,,,19166,8104355717,0.03,107,,0.058,0.01,,69,60,0.022,1,0.327,0.627,0.046,4747839,0.47,Asia,,,1/12/2005
0.02,0.967,111888,1.5-3%,Below Threshold,546.7768502,Uzbekistan,29,,46965,14307509839,0.051,28,196,0.047,0.033,,71,64,0.028,1,0.332,0.62,0.047,26167000,0.367,Asia,28000000,,1/12/2005
0.017,0.399,97942,1.5-3%,Below Threshold,699.4878933,Vietnam,45,,41455,57633255739,0.059,36,1050,0.024,0.127,0.11,80,70,0.113,1,0.271,0.663,0.066,82393500,0.273,Asia,2300000000,900000000,1/12/2005
0.014,0.582,4254,Below 1.5%,Below Threshold,2798.949633,Albania,41,,2172,8376483740,0.063,160,364,0.018,0.06,0.131,79,73,0.479,1,0.265,0.649,0.085,2992724,0.467,Europe,880000000,808000000,1/12/2005
0.011,,576,Below 1.5%,Below Threshold,31268.96675,Andorra,,,,2539759286,0.058,2356,,0.003,0.376,,,,0.795,1,,,,81223,0.903,Europe,,,1/12/2005
0.01,0.582,74238,Below 1.5%,Below Threshold,37067.37221,Austria,25,,33792,3.04984E+11,0.104,3863,170,0.004,0.58,,82,77,1.052,1,0.16,0.679,0.161,8227829,0.658,Europe,18471000000,11077000000,1/12/2005
0.009,1.373,59064,Below 1.5%,Below Threshold,3126.367778,Belarus,79,,26874,30210091837,0.069,215,987,0.007,,0.114,75,63,0.424,1,0.155,0.698,0.147,9663000,0.724,Europe,346000000,516000000,1/12/2005
0.011,0.595,108525,Below 1.5%,Below Threshold,36011.43166,Belgium,34,,58688,3.7735E+11,0.1,3606,156,0.004,0.558,0.067,82,76,0.914,1,0.171,0.657,0.173,10478617,0.974,Europe,10881000000,16771000000,1/12/2005
0.008,0.428,25618,Below 1.5%,Below Threshold,2821.78775,Bosnia and Herzegovina,63,,5042,10948051122,0.087,246,368,0.007,0.213,0.096,78,73,0.411,1,0.189,0.68,0.131,3879828,0.392,Europe,557000000,158000000,1/12/2005
0.009,0.452,47909,Below 1.5%,Below Threshold,3733.263161,Bulgaria,32,,19898,28895083540,0.073,274,616,0.014,0.2,0.087,76,69,0.813,1,0.137,0.689,0.174,7739900,0.706,Europe,3063000000,1858000000,1/12/2005
0.01,0.214,23106,Below 1.5%,Below Threshold,10090.36669,Croatia,29,,8905,44821408831,0.07,705,232,0.006,0.331,0.112,79,72,0.832,1,0.16,0.67,0.171,4442000,0.564,Europe,7625000000,786000000,1/12/2005
0.012,,7503,Below 1.5%,Below Threshold,16461.39052,Cyprus,,,2219,16997801392,0.064,1434,,0.004,0.328,0.071,81,77,0.758,1,0.2,0.693,0.107,1032586,0.683,Europe,2644000000,1001000000,1/12/2005
0.01,0.488,120736,Below 1.5%,Below Threshold,12737.5623,Czech Republic,40,,44941,1.30066E+11,0.069,882,930,0.004,0.353,0.058,79,73,1.151,1,0.148,0.711,0.141,10211216,0.736,Europe,5772000000,2603000000,1/12/2005
0.012,0.333,47099,Below 1.5%,Below Threshold,47546.68017,Denmark,6,,18888,2.57676E+11,0.098,4652,135,0.004,0.827,,80,76,1.006,1,0.187,0.661,0.151,5419432,0.859,Europe,5293000000,6850000000,1/12/2005
0.011,0.503,16780,Below 1.5%,Below Threshold,10264.11113,Estonia,35,,5164,13905561150,0.05,513,81,0.006,0.615,0.049,78,67,1.091,1,0.153,0.679,0.168,1354775,0.687,Europe,1229000000,530000000,1/12/2005
,,766,Above 3%,Below Threshold,35211.55268,Faeroe Islands,,,,1730894295,,,,,0.679,,82,77,0.855,1,,,,49157,0.398,Europe,,,1/12/2005
0.011,0.495,54646,Below 1.5%,Below Threshold,37318.79859,Finland,14,,34263,1.95778E+11,0.084,3151,269,0.003,0.745,,82,76,1.005,1,0.174,0.667,0.159,5246096,0.829,Europe,3069000000,3622000000,1/12/2005
0.013,0.651,392072,Below 1.5%,Below Threshold,33819.04015,France,7,,270660,2.13656E+12,0.11,3750,132,0.004,0.429,,84,77,0.783,1,0.185,0.651,0.164,63176246,0.771,Europe,51691000000,38813000000,1/12/2005
0.008,0.477,806703,Below 1.5%,Below Threshold,33542.73539,Germany,45,,335185,2.76625E+12,0.108,3624,196,0.004,0.687,,82,76,0.946,1,0.143,0.667,0.189,82469422,0.734,Europe,40531000000,84838000000,1/12/2005
0.01,0.54,98675,Below 1.5%,Below Threshold,21642.28639,Greece,38,,30248,2.40076E+11,0.097,2093,264,0.005,0.24,,82,77,0.929,1,0.144,0.671,0.186,11092913,0.745,Europe,13453000000,3045000000,1/12/2005
0.01,0.566,57917,Below 1.5%,Below Threshold,10936.97721,Hungary,38,,27583,1.10322E+11,0.084,923,340,0.007,0.39,0.085,77,69,0.923,1,0.155,0.688,0.157,10087065,0.664,Europe,4761000000,2721000000,1/12/2005
0.014,0.264,2204,Below 1.5%,Below Threshold,54885.29035,Iceland,5,,3480,16286331747,0.096,5329,140,0.002,0.87,0.148,84,80,0.954,1,0.221,0.662,0.117,296734,0.93,Europe,635000000,991000000,1/12/2005
0.015,0.253,43535,1.5-3%,Below Threshold,48697.64135,Ireland,18,,14330,2.02578E+11,0.076,3734,76,0.004,0.416,0.026,81,77,1.027,1,0.206,0.684,0.111,4159914,0.605,Europe,6780000000,6186000000,1/12/2005
0.011,,,Below 1.5%,Below Threshold,36289.87962,Isle of Man,,,,2915710378,,,,,,,,,,1,,,,80345,0.519,Europe,,,1/12/2005
0.01,0.768,473380,Below 1.5%,Below Threshold,30814.14352,Italy,13,,183873,1.78628E+12,0.087,2672,340,0.004,0.35,0.053,84,78,1.219,1,0.141,0.663,0.196,57969484,0.677,Europe,38374000000,26774000000,1/12/2005
0.021,,,1.5-3%,Below Threshold,2194.372651,Kosovo,,,1946,3743116980,,,,,,0.14,71,67,,1,,,,1705780,,Europe,,,1/12/2005
0.01,0.364,7176,Below 1.5%,Below Threshold,7165.377698,Latvia,16,,4528,16041840426,0.064,442,320,0.011,0.46,0.061,77,66,0.84,1,0.148,0.681,0.172,2238799,0.68,Europe,446000000,655000000,1/12/2005
0.011,,,Below 1.5%,Below Threshold,105306.7466,Liechtenstein,,,,3658356378,,,,,0.634,,84,77,0.792,1,,,,34740,0.147,Europe,,,1/12/2005
0.009,0.512,13993,Below 1.5%,Below Threshold,7851.042105,Lithuania,26,,8848,26085307222,0.058,446,166,0.008,0.362,0.053,77,65,1.325,1,0.167,0.681,0.151,3322528,0.666,Europe,975000000,757000000,1/12/2005
0.012,,11544,Below 1.5%,Below Threshold,80925.21999,Luxembourg,,,4382,37643013481,0.079,6485,,0.003,0.7,,82,77,1.114,1,0.186,0.67,0.144,465158,0.866,Europe,3612000000,2977000000,1/12/2005
0.011,0.203,11280,Below 1.5%,Below Threshold,2863.96318,"Macedonia, FYR",48,,2842,5985809060,0.081,231,192,0.012,0.265,0.121,77,72,0.541,1,0.198,0.69,0.112,2090044,0.575,Europe,116000000,97000000,1/12/2005
0.01,,2699,Below 1.5%,Below Threshold,14810.0352,Malta,,,881,5980795756,0.091,1394,,0.006,0.412,0.055,81,77,0.781,1,0.173,0.694,0.133,403834,0.936,Europe,924000000,311000000,1/12/2005
0.012,0.48,4895,Below 1.5%,Below Threshold,831.1591091,Moldova,30,,3500,2988172424,0.092,76,234,0.019,0.146,0.193,72,64,0.289,1,0.19,0.698,0.112,3595187,0.453,Europe,138000000,170000000,1/12/2005
,,,Above 3%,Below Threshold,126599.4033,Monaco,,,,4280072626,0.04,4960,,0.004,0.555,,,,0.508,1,,,,33808,1,Europe,,,1/12/2005
0.013,,2057,Below 1.5%,Below Threshold,3665.327438,Montenegro,,,987,2257181943,0.087,319,,0.01,0.271,,76,71,0.882,1,0.201,0.67,0.129,615820,0.622,Europe,,,1/12/2005
0.012,0.477,172228,Below 1.5%,Below Threshold,39122.31398,Netherlands,9,,78824,6.38471E+11,0.109,4261,250,0.005,0.81,0.028,82,77,0.971,1,0.184,0.675,0.14,16319868,0.826,Europe,16528000000,16621000000,1/12/2005
0.012,0.411,42438,Below 1.5%,Below Threshold,65767.0045,Norway,8,,26771,3.0406E+11,0.095,6293,87,0.003,0.82,0.04,83,78,1.028,1,0.196,0.656,0.147,4623291,0.775,Europe,4243000000,10400000000,1/12/2005
0.01,0.432,303598,Below 1.5%,Below Threshold,7963.014711,Poland,31,,92377,3.03912E+11,0.062,494,418,0.007,0.388,0.068,79,71,0.763,1,0.164,0.703,0.133,38165445,0.615,Europe,7128000000,5894000000,1/12/2005
0.01,0.438,65309,Below 1.5%,Below Threshold,18265.44534,Portugal,54,,26467,1.91848E+11,0.104,1886,328,0.004,0.35,,81,75,1.089,1,0.156,0.673,0.171,10503330,0.575,Europe,9008000000,3743000000,1/12/2005
0.01,0.558,95676,Below 1.5%,Below Threshold,4651.692261,Romania,11,,38693,99172613716,0.055,251,190,0.018,0.215,0.196,76,68,0.604,1,0.155,0.697,0.148,21319685,0.532,Europe,1325000000,1073000000,1/12/2005
0.01,0.6,1615688,Below 1.5%,Below Threshold,5338.412831,Russian Federation,29,,651712,7.64001E+11,0.052,277,448,0.014,0.152,0.107,72,59,0.834,1,0.152,0.71,0.138,143113885,0.735,Europe,7806000000,18305000000,1/12/2005
0.01,,,Below 1.5%,Below Threshold,46193.67268,San Marino,,,,1375416604,0.053,3399,,0.004,0.503,0.072,85,79,0.576,1,,,,29775,0.94,Europe,,,1/12/2005
0.01,0.358,,Below 1.5%,Below Threshold,3391.371076,Serbia,23,,16051,25234408773,0.091,307,279,0.008,0.263,0.168,75,70,0.67,1,0.181,0.679,0.14,7440769,0.545,Europe,308000000,260000000,1/12/2005
0.01,0.487,39175,Below 1.5%,Below Threshold,11414.60536,Slovak Republic,27,,18830,61328471583,0.07,627,325,0.008,0.552,0.067,78,70,0.842,1,0.168,0.716,0.117,5372807,0.556,Europe,1282000000,1122000000,1/12/2005
0.009,0.392,15867,Below 1.5%,Below Threshold,17854.63533,Slovenia,60,,7293,35717733757,0.084,1494,260,0.004,0.468,0.078,81,74,0.879,1,0.142,0.703,0.155,2000474,0.505,Europe,1894000000,1019000000,1/12/2005
0.011,0.619,353462,Below 1.5%,Below Threshold,25904.19868,Spain,47,,141914,1.1308E+12,0.083,2178,298,0.005,0.479,,84,77,0.984,1,0.145,0.688,0.168,43653155,0.773,Europe,53066000000,18441000000,1/12/2005
0.011,0.541,51562,Below 1.5%,Below Threshold,41040.70492,Sweden,16,,51569,3.7058E+11,0.091,3726,122,0.003,0.848,0.033,83,78,1.008,1,0.174,0.653,0.173,9029572,0.843,Europe,7739000000,11380000000,1/12/2005
0.01,0.288,41375,Below 1.5%,Below Threshold,51734.44272,Switzerland,18,,25941,3.84755E+11,0.109,5637,63,0.004,0.701,0.031,84,79,0.922,1,0.163,0.679,0.158,7437115,0.735,Europe,11937000000,10579000000,1/12/2005
0.019,0.528,237369,1.5-3%,Below Threshold,7129.587253,Turkey,6,,84379,4.8298E+11,0.054,366,254,0.026,0.155,,76,69,0.644,1,0.285,0.649,0.066,67743052,0.678,Europe,20760000000,3563000000,1/12/2005
0.009,0.573,333869,Below 1.5%,Below Threshold,1828.717626,Ukraine,34,,142883,86142018069,0.064,117,2085,0.013,0.037,0.162,74,62,0.637,1,0.147,0.695,0.158,47105150,0.678,Europe,3542000000,3078000000,1/12/2005
0.012,0.347,541986,Below 1.5%,Below Threshold,38432.34521,United Kingdom,13,,222638,2.32136E+12,0.083,3161,105,0.005,0.7,0.046,81,77,1.086,1,0.179,0.661,0.16,60401206,0.799,Europe,39411000000,72993000000,1/12/2005
0.019,,19208,1.5-3%,Below Threshold,18156.37747,Bahrain,,,7332,15969151306,0.037,573,,0.009,0.213,0.078,76,75,0.872,1,0.269,0.709,0.022,879534,0.884,Middle East,1603000000,574000000,1/12/2005
0.018,0.442,469328,1.5-3%,Below Threshold,2737.112968,"Iran, Islamic Rep.",28,,172442,1.92015E+11,0.053,156,344,0.022,0.081,0.16,73,70,0.121,1,0.258,0.693,0.049,70152384,0.676,Middle East,1025000000,4112000000,1/12/2005
0.034,0.242,114770,Above 3%,Below Threshold,1824.699866,Iraq,32,,26866,49954890353,0.041,55,312,0.033,0.009,0.137,72,67,0.056,1,0.419,0.546,0.035,27377045,0.688,Middle East,186000000,627000000,1/12/2005
0.021,0.391,60245,1.5-3%,Below Threshold,19330.0241,Israel,20,,18478,1.33959E+11,0.077,1480,230,0.005,0.252,0.068,82,78,1.175,1,0.279,0.621,0.1,6930100,0.915,Middle East,3427000000,3780000000,1/12/2005
0.03,0.311,21027,Above 3%,Below Threshold,2325.42541,Jordan,16,,6677,12582876895,0.089,213,136,0.02,0.129,0.076,74,71,0.599,1,0.379,0.589,0.032,5411000,0.812,Middle East,1759000000,653000000,1/12/2005
0.021,0.107,71547,1.5-3%,Below Threshold,35185.93067,Kuwait,35,,26399,80797945205,0.024,834,98,0.01,0.259,0.075,75,73,0.602,1,0.255,0.712,0.033,2296314,0.982,Middle East,413000000,4997000000,1/12/2005
0.014,0.354,16245,Below 1.5%,Below Threshold,5339.42388,Lebanon,46,,5023,21287562189,0.078,420,180,0.012,0.101,0.106,79,75,0.249,1,0.279,0.646,0.075,3986865,0.866,Middle East,5969000000,3565000000,1/12/2005
0.022,0.195,29893,1.5-3%,Below Threshold,12252.61288,Oman,35,,10772,30905071771,0.026,331,52,0.011,0.067,0.071,77,72,0.529,1,0.351,0.624,0.025,2522325,0.724,Middle East,627000000,863000000,1/12/2005
0.015,,51881,1.5-3%,Below Threshold,54228.83171,Qatar,,,16638,44530493222,0.03,1634,,0.009,0.247,0.067,78,77,0.873,1,0.237,0.749,0.014,821159,0.974,Middle East,760000000,1759000000,1/12/2005
0.023,0.145,397642,1.5-3%,Below Threshold,13303.32558,Saudi Arabia,67,,145540,3.2846E+11,0.035,466,69,0.017,0.127,,76,72,0.574,1,0.343,0.626,0.031,24690067,0.81,Middle East,4626000000,9087000000,1/12/2005
0.027,0.433,50634,1.5-3%,Below Threshold,1588.505672,Syrian Arab Republic,43,,20792,28858965517,0.041,63,336,0.016,0.056,0.08,77,73,0.162,1,0.386,0.58,0.034,18167367,0.538,Middle East,2035000000,584000000,1/12/2005
0.016,0.144,116149,1.5-3%,Below Threshold,43533.88611,United Arab Emirates,19,,43231,1.80617E+11,0.023,1030,12,0.008,0.4,,77,75,1.093,1,0.2,0.791,0.008,4148883,0.823,Middle East,3218000000,6186000000,1/12/2005
0.035,1.952,20044,Above 3%,Below Threshold,831.8802897,"Yemen, Rep.",63,,6589,16753787028,0.046,42,248,0.056,0.01,0.18,63,60,0.113,1,0.457,0.517,0.026,20139661,0.289,Middle East,181000000,224000000,1/12/2005
,,,Above 3%,Below Threshold,,American Samoa,,,,,,,,,,,,,,1,,,,59117,0.881,Oceania,,,1/12/2005
0.013,0.521,362685,Below 1.5%,Below Threshold,34011.7579,Australia,3,,113503,6.93663E+11,0.085,3136,107,0.005,0.63,0.091,83,79,0.898,1,0.198,0.673,0.129,20394800,0.88,Oceania,19820000000,15656000000,1/12/2005
0.023,0.415,1364,1.5-3%,Below Threshold,3655.663837,Fiji,46,,578,3006725015,0.036,132,140,0.02,0.085,0.068,71,66,0.249,1,0.306,0.653,0.041,822484,0.499,Oceania,722000000,132000000,1/12/2005
0.018,,851,1.5-3%,Below Threshold,,French Polynesia,,,,,,,,,0.215,,77,72,0.471,1,0.277,0.672,0.05,254884,0.564,Oceania,759000000,430000000,1/12/2005
0.019,,,1.5-3%,Below Threshold,,Guam,,,,,,,,,0.386,,79,74,,1,0.295,0.641,0.064,158401,0.936,Oceania,,,1/12/2005
0.025,0.318,62,1.5-3%,Below Threshold,1173.314144,Kiribati,31,,8,106147384,0.101,118,120,0.05,0.04,,69,64,0.007,1,0.371,0.593,0.036,90468,0.436,Oceania,3100000,9300000,1/12/2005
0.035,0.648,84,Above 3%,Above Threshold,2642.376253,Marshall Islands,17,,29,137556823,0.173,462,128,0.033,0.039,,,,0.013,1,,,,52058,0.699,Oceania,5700000,400000,1/12/2005
0.026,0.596,117,1.5-3%,Below Threshold,2352.639343,"Micronesia, Fed. Sts.",16,,,249845593,0.121,285,128,0.037,0.119,0.164,69,67,0.133,1,0.388,0.572,0.04,106198,0.223,Oceania,21000000,7000000,1/12/2005
0.017,,2838,1.5-3%,Below Threshold,,New Caledonia,,,,,,,,,0.324,,79,72,0.587,1,0.269,0.662,0.069,234393,0.64,Oceania,149000000,122000000,1/12/2005
0.014,0.366,33920,Below 1.5%,Below Threshold,27526.30688,New Zealand,12,,16846,1.13791E+11,0.084,2288,172,0.005,0.627,0.078,82,78,0.854,1,0.215,0.664,0.12,4133900,0.861,Oceania,5211000000,2671000000,1/12/2005
0.033,0.416,4613,Above 3%,Below Threshold,804.0711094,Papua New Guinea,51,,,4901584516,0.04,32,207,0.056,0.017,0.115,63,59,0.012,1,0.4,0.574,0.026,6095959,0.131,Oceania,9400000,57000000,1/12/2005
0.029,0.202,158,1.5-3%,Below Threshold,2291.030634,Samoa,35,,57,412220560,0.05,114,224,0.017,0.034,0.114,74,68,0.133,1,0.396,0.556,0.048,179928,0.212,Oceania,74000000,20300000,1/12/2005
0.035,0.261,180,Above 3%,Below Threshold,881.9616178,Solomon Islands,56,,58,413909879,0.078,69,80,0.029,0.008,0.141,67,64,0.013,1,0.413,0.557,0.03,469306,0.178,Oceania,6400000,11200000,1/12/2005
0.029,0.275,158,1.5-3%,Below Threshold,2622.949227,Tonga,32,,57,264812954,0.064,167,164,0.013,0.049,0.114,74,69,0.296,1,0.381,0.559,0.06,100960,0.232,Oceania,15000000,16000000,1/12/2005
0.029,0.084,55,1.5-3%,Below Threshold,1886.388308,Vanuatu,47,,30,394962552,0.033,61,120,0.018,0.051,0.075,71,67,0.061,1,0.397,0.57,0.033,209375,0.231,Oceania,104000000,13000000,1/12/2005
0.019,0.515,411,1.5-3%,Below Threshold,12135.54103,Antigua and Barbuda,31,,137,1001970945,0.045,544,184,0.011,0.27,0.114,77,72,1.042,1,0.283,0.644,0.073,82565,0.292,The Americas,309000000,40000000,1/12/2005
0.018,1.075,160952,1.5-3%,Below Threshold,5767.668238,Argentina,30,,66973,2.22908E+11,0.083,395,453,0.015,0.177,0.062,79,71,0.573,1,0.263,0.634,0.102,38647854,0.901,The Americas,3209000000,3554000000,1/12/2005
0.012,,2274,Below 1.5%,Below Threshold,23302.83199,Aruba,,,,2331005587,,,,,0.254,0.115,77,72,1.034,1,0.215,0.699,0.086,100031,0.449,The Americas,1097000000,250000000,1/12/2005
0.015,,1599,1.5-3%,Below Threshold,23416.90369,"Bahamas, The",,,696,7706222000,0.06,1394,,0.013,0.25,0.055,77,71,0.692,1,0.256,0.682,0.062,329088,0.823,The Americas,2081000000,528000000,1/12/2005
0.013,,1353,Below 1.5%,Below Threshold,14224.98245,Barbados,,,390,3891500000,0.07,765,,0.015,0.525,0.092,76,72,0.754,1,0.206,0.686,0.108,273568,0.329,The Americas,1081000000,274000000,1/12/2005
0.027,0.347,396,1.5-3%,Below Threshold,4097.528685,Belize,45,,161,1114200000,0.044,182,147,0.018,0.092,0.143,75,69,0.353,1,0.379,0.58,0.041,271920,0.463,The Americas,214000000,45000000,1/12/2005
0.013,,444,Below 1.5%,Below Threshold,75882.03386,Bermuda,,,,4868136000,,,,,0.654,,81,76,0.822,1,,,,64154,1,The Americas,429000000,239000000,1/12/2005
0.029,0.8,12325,1.5-3%,Below Threshold,1020.790305,Bolivia,50,,5183,9549196256,0.056,57,1080,0.044,0.052,0.166,67,63,0.259,1,0.383,0.573,0.044,9354709,0.642,The Americas,345000000,257000000,1/12/2005
0.018,0.69,347309,1.5-3%,Below Threshold,4739.307035,Brazil,152,,215332,8.82186E+11,0.082,387,2600,0.02,0.21,0.554,76,68,0.463,1,0.276,0.663,0.062,186142403,0.828,The Americas,4168000000,5905000000,1/12/2005
0.011,0.475,563072,Below 1.5%,Below Threshold,36029.33895,Canada,3,,272206,1.16418E+12,0.098,3452,119,0.005,0.717,0.044,83,78,0.528,1,0.177,0.692,0.131,32312000,0.801,The Americas,15887000000,22739000000,1/12/2005
,,513,Above 3%,Below Threshold,,Cayman Islands,,,,,,,,,0.38,,,,1.665,1,,,,48623,1,The Americas,356000000,,1/12/2005
0.015,0.253,61730,1.5-3%,Below Threshold,7614.512868,Chile,27,,28352,1.24404E+11,0.066,497,316,0.008,0.312,0.067,81,75,0.647,1,0.249,0.671,0.08,16337749,0.874,The Americas,1682000000,1355000000,1/12/2005
