Area Code,Date,Margin,Marketing,Product Type,Product Id,Product,Profit,Sales,State,Total Expenses
720,1/1/2018,261,171,Veg Pizza,9,Veggie Loaded,0,504,Colorado,273
970,1/1/2018,240,57,Veg Pizza,10,My Own Veg,153,471,Colorado,147
719,1/1/2018,216,66,NonVeg Pizza,11,Spicy Chicken,78,435,Colorado,174
719,1/1/2018,228,57,NonVeg Pizza,12,Chicken Loaded,168,471,Colorado,126
303,1/1/2018,168,42,NonVeg Pizza,13,Pepperoni,141,336,Colorado,81
720,1/1/2018,240,45,NonVeg Burger,5,Chicken Fillet,252,450,Colorado,81
719,1/1/2018,324,69,NonVeg Burger,6,Chicken Char Grilled,249,603,Colorado,174
719,1/1/2018,390,72,Veg Burger,1,Crispy Veg,438,735,Colorado,114
720,1/1/2018,321,81,Veg Burger,2,Veggie Delight,318,639,Colorado,123
719,1/1/2018,417,78,Veg Burger,3,Veg Char Grilled,471,786,Colorado,120
773,1/1/2018,390,72,Veg Pizza,8,Margherita,444,735,Illinois,111
773,1/1/2018,321,81,Veg Pizza,9,Veggie Loaded,318,639,Illinois,123
224,1/1/2018,417,78,Veg Pizza,10,My Own Veg,471,786,Illinois,120
217,1/1/2018,240,45,NonVeg Pizza,11,Spicy Chicken,249,450,Illinois,84
815,1/1/2018,324,69,NonVeg Pizza,12,Chicken Loaded,252,603,Illinois,171
312,1/1/2018,936,231,NonVeg Burger,5,Chicken Fillet,948,1833,Illinois,342
773,1/1/2018,684,189,NonVeg Burger,6,Chicken Char Grilled,654,1530,Illinois,276
815,1/1/2018,603,141,Veg Burger,2,Veggie Delight,519,1158,Illinois,282
217,1/1/2018,417,90,Veg Burger,3,Veg Char Grilled,408,786,Illinois,165
641,1/1/2018,936,231,Veg Pizza,8,Margherita,945,1833,Iowa,348
641,1/1/2018,417,90,Veg Pizza,9,Veggie Loaded,402,786,Iowa,168
319,1/1/2018,684,189,NonVeg Pizza,11,Spicy Chicken,660,1530,Iowa,273
641,1/1/2018,903,279,NonVeg Pizza,12,Chicken Loaded,819,1833,Iowa,396
563,1/1/2018,78,12,NonVeg Burger,5,Chicken Fillet,51,144,Iowa,48
515,1/1/2018,78,12,NonVeg Burger,6,Chicken Char Grilled,48,144,Iowa,51
563,1/1/2018,81,15,Veg Burger,1,Crispy Veg,51,150,Iowa,51
641,1/1/2018,102,24,Veg Burger,2,Veggie Delight,24,207,Iowa,90
515,1/1/2018,93,21,Veg Burger,3,Veg Char Grilled,57,180,Iowa,60
573,1/1/2018,159,102,Veg Pizza,8,Margherita,-51,303,Missouri,201
314,1/1/2018,33,81,Veg Pizza,9,Veggie Loaded,-183,333,Missouri,156
573,1/1/2018,141,33,NonVeg Pizza,11,Spicy Chicken,42,276,Missouri,120
660,1/1/2018,108,33,NonVeg Pizza,12,Chicken Loaded,-42,219,Missouri,141
816,1/1/2018,126,36,NonVeg Pizza,13,Pepperoni,-18,255,Missouri,144
573,1/1/2018,219,42,NonVeg Burger,5,Chicken Fillet,225,414,Missouri,78
573,1/1/2018,204,36,NonVeg Burger,6,Chicken Char Grilled,210,384,Missouri,72
314,1/1/2018,315,96,Veg Burger,2,Veggie Delight,183,639,Missouri,207
314,1/1/2018,276,72,Veg Burger,3,Veg Char Grilled,219,570,Missouri,141
567,1/1/2018,144,24,Veg Pizza,8,Margherita,135,270,Ohio,60
614,1/1/2018,144,24,Veg Pizza,9,Veggie Loaded,135,270,Ohio,60
513,1/1/2018,378,81,NonVeg Pizza,11,Spicy Chicken,318,705,Ohio,183
567,1/1/2018,348,78,NonVeg Pizza,12,Chicken Loaded,312,672,Ohio,153
234,1/1/2018,513,141,NonVeg Burger,5,Chicken Fillet,462,1146,Ohio,228
937,1/1/2018,216,66,NonVeg Burger,6,Chicken Char Grilled,75,435,Ohio,177
330,1/1/2018,240,57,Veg Burger,1,Crispy Veg,159,471,Ohio,144
614,1/1/2018,249,54,Veg Burger,2,Veggie Delight,195,471,Ohio,129
513,1/1/2018,261,171,Veg Burger,3,Veg Char Grilled,0,504,Ohio,273
715,1/1/2018,339,60,Veg Pizza,8,Margherita,327,603,Wisconsin,135
608,1/1/2018,144,27,Veg Pizza,9,Veggie Loaded,132,273,Wisconsin,63
608,1/1/2018,267,57,NonVeg Pizza,11,Spicy Chicken,219,504,Wisconsin,132
262,1/1/2018,315,204,NonVeg Pizza,12,Chicken Loaded,33,603,Wisconsin,309
262,1/1/2018,243,63,NonVeg Burger,5,Chicken Fillet,177,504,Wisconsin,135
715,1/1/2018,186,45,NonVeg Burger,6,Chicken Char Grilled,159,369,Wisconsin,87
608,1/1/2018,198,60,Veg Burger,1,Crispy Veg,60,402,Wisconsin,168
715,1/1/2018,333,216,Veg Burger,2,Veggie Delight,42,639,Wisconsin,321
414,1/1/2018,309,75,Veg Burger,3,Veg Char Grilled,237,603,Wisconsin,165
860,1/1/2018,315,96,Veg Pizza,9,Veggie Loaded,186,639,Connecticut,204
860,1/1/2018,276,72,Veg Pizza,10,My Own Veg,219,570,Connecticut,141
959,1/1/2018,219,42,NonVeg Pizza,11,Spicy Chicken,219,414,Connecticut,81
475,1/1/2018,168,30,NonVeg Pizza,13,Pepperoni,165,315,Connecticut,66
203,1/1/2018,315,204,NonVeg Burger,5,Chicken Fillet,33,603,Connecticut,309
203,1/1/2018,225,54,NonVeg Burger,6,Chicken Char Grilled,141,435,Connecticut,141
959,1/1/2018,558,120,Veg Burger,2,Veggie Delight,537,1041,Connecticut,225
850,1/1/2018,186,45,Veg Pizza,8,Margherita,159,369,Florida,87
904,1/1/2018,198,60,Veg Pizza,9,Veggie Loaded,60,402,Florida,168
321,1/1/2018,243,63,Veg Pizza,10,My Own Veg,183,504,Florida,132
239,1/1/2018,144,24,NonVeg Pizza,11,Spicy Chicken,132,270,Florida,63
239,1/1/2018,144,27,NonVeg Pizza,13,Pepperoni,132,273,Florida,63
239,1/1/2018,333,216,NonVeg Burger,5,Chicken Fillet,42,639,Florida,321
305,1/1/2018,309,75,NonVeg Burger,6,Chicken Char Grilled,234,603,Florida,168
813,1/1/2018,378,81,Veg Burger,2,Veggie Delight,318,705,Florida,183
386,1/1/2018,348,78,Veg Burger,3,Veg Char Grilled,312,672,Florida,153
781,1/1/2018,216,66,Veg Pizza,9,Veggie Loaded,78,435,Massachusetts,174
781,1/1/2018,144,24,NonVeg Pizza,11,Spicy Chicken,135,270,Massachusetts,60
978,1/1/2018,144,24,NonVeg Pizza,13,Pepperoni,135,270,Massachusetts,60
617,1/1/2018,189,171,NonVeg Burger,5,Chicken Fillet,-108,423,Massachusetts,270
617,1/1/2018,513,141,NonVeg Burger,7,Mutton Char Grilled,468,1146,Massachusetts,225
413,1/1/2018,1266,69,Veg Burger,2,Veggie Delight,1716,1659,Massachusetts,174
603,1/1/2018,126,36,Veg Pizza,9,Veggie Loaded,-18,255,New Hampshire,144
603,1/1/2018,81,15,NonVeg Pizza,11,Spicy Chicken,48,150,New Hampshire,54
603,1/1/2018,78,12,NonVeg Pizza,13,Pepperoni,51,144,New Hampshire,48
603,1/1/2018,159,102,NonVeg Burger,5,Chicken Fillet,-48,303,New Hampshire,198
603,1/1/2018,108,33,NonVeg Burger,7,Mutton Char Grilled,-36,219,New Hampshire,138
603,1/1/2018,165,36,Veg Burger,1,Crispy Veg,93,312,New Hampshire,111
603,1/1/2018,216,45,Veg Burger,2,Veggie Delight,117,402,New Hampshire,147
516,1/1/2018,714,279,Veg Pizza,9,Veggie Loaded,519,1620,New York,399
516,1/1/2018,-81,192,Veg Pizza,10,My Own Veg,-528,603,New York,270
607,1/1/2018,417,78,NonVeg Pizza,11,Spicy Chicken,471,786,New York,120
716,1/1/2018,390,72,NonVeg Pizza,12,Chicken Loaded,438,735,New York,114
212,1/1/2018,240,45,NonVeg Pizza,13,Pepperoni,252,450,New York,81
516,1/1/2018,-132,285,NonVeg Burger,5,Chicken Fillet,-804,204,New York,402
516,1/1/2018,786,189,NonVeg Burger,7,Mutton Char Grilled,819,1644,New York,273
518,1/1/2018,1221,282,Veg Burger,2,Veggie Delight,1224,2277,New York,456
318,1/1/2018,189,48,Veg Pizza,8,Margherita,165,375,Louisiana,87
318,1/1/2018,315,96,Veg Pizza,9,Veggie Loaded,186,639,Louisiana,204
337,1/1/2018,153,27,Veg Burger,2,Veggie Delight,141,285,Louisiana,66
318,1/1/2018,144,27,Veg Burger,3,Veg Char Grilled,132,273,Louisiana,63
504,1/1/2018,315,204,NonVeg Burger,4,Crispy Chicken,36,603,Louisiana,306
225,1/1/2018,339,60,NonVeg Burger,5,Chicken Fillet,327,603,Louisiana,135
337,1/1/2018,267,57,NonVeg Burger,6,Chicken Char Grilled,225,504,Louisiana,129
505,1/1/2018,81,15,Veg Pizza,8,Margherita,51,150,New Mexico,51
505,1/1/2018,102,24,Veg Pizza,9,Veggie Loaded,18,207,New Mexico,96
505,1/1/2018,216,45,Veg Burger,2,Veggie Delight,123,402,New Mexico,144
505,1/1/2018,33,81,Veg Burger,3,Veg Char Grilled,-183,333,New Mexico,156
505,1/1/2018,108,33,NonVeg Burger,4,Crispy Chicken,-36,219,New Mexico,138
505,1/1/2018,159,102,NonVeg Burger,5,Chicken Fillet,-48,303,New Mexico,198
505,1/1/2018,141,33,NonVeg Burger,6,Chicken Char Grilled,42,276,New Mexico,120
918,1/1/2018,198,60,Veg Pizza,8,Margherita,60,402,Oklahoma,168
405,1/1/2018,333,216,Veg Pizza,9,Veggie Loaded,48,639,Oklahoma,318
580,1/1/2018,168,42,Veg Burger,2,Veggie Delight,135,336,Oklahoma,84
918,1/1/2018,144,24,Veg Burger,3,Veg Char Grilled,132,270,Oklahoma,63
405,1/1/2018,348,78,NonVeg Burger,4,Crispy Chicken,309,672,Oklahoma,156
580,1/1/2018,144,24,NonVeg Burger,5,Chicken Fillet,132,270,Oklahoma,63
405,1/1/2018,378,81,NonVeg Burger,6,Chicken Char Grilled,312,705,Oklahoma,186
281,1/1/2018,240,57,Veg Pizza,8,Margherita,153,471,Texas,147
254,1/1/2018,249,54,Veg Pizza,9,Veggie Loaded,195,471,Texas,129
682,1/1/2018,735,192,Veg Burger,2,Veggie Delight,744,1518,Texas,270
361,1/1/2018,321,81,Veg Burger,3,Veg Char Grilled,318,639,Texas,123
806,1/1/2018,324,69,NonVeg Burger,4,Crispy Chicken,249,603,Texas,174
512,1/1/2018,390,72,NonVeg Burger,5,Chicken Fillet,444,735,Texas,111
409,1/1/2018,240,45,NonVeg Burger,6,Chicken Char Grilled,252,450,Texas,81
435,1/1/2018,165,36,Veg Pizza,8,Margherita,99,312,Utah,108
435,1/1/2018,216,45,Veg Pizza,9,Veggie Loaded,117,402,Utah,147
435,1/1/2018,33,81,Veg Pizza,10,My Own Veg,-186,333,Utah,162
435,1/1/2018,159,102,NonVeg Pizza,11,Spicy Chicken,-48,303,Utah,198
801,1/1/2018,141,33,NonVeg Pizza,12,Chicken Loaded,42,276,Utah,120
435,1/1/2018,108,33,NonVeg Pizza,13,Pepperoni,-42,219,Utah,141
435,1/1/2018,219,42,NonVeg Burger,6,Chicken Char Grilled,219,414,Utah,81
801,1/1/2018,276,72,Veg Burger,1,Crispy Veg,219,570,Utah,141
435,1/1/2018,225,54,Veg Burger,2,Veggie Delight,141,435,Utah,141
801,1/1/2018,315,96,Veg Burger,3,Veg Char Grilled,183,639,Utah,207
435,1/1/2018,204,36,NonVeg Burger,4,Crispy Chicken,207,384,Utah,75
435,1/1/2018,189,48,NonVeg Burger,5,Chicken Fillet,159,375,Utah,90
650,1/1/2018,417,78,Veg Pizza,8,Margherita,477,786,California,117
530,1/1/2018,735,192,Veg Pizza,9,Veggie Loaded,747,1518,California,267
650,1/1/2018,321,81,Veg Pizza,10,My Own Veg,312,639,California,126
562,1/1/2018,390,72,NonVeg Pizza,11,Spicy Chicken,438,735,California,114
707,1/1/2018,240,45,NonVeg Pizza,12,Chicken Loaded,252,450,California,81
650,1/1/2018,324,69,NonVeg Pizza,13,Pepperoni,252,603,California,171
951,1/1/2018,936,231,NonVeg Burger,6,Chicken Char Grilled,948,1833,California,342
209,1/1/2018,150,90,Veg Burger,1,Crispy Veg,-9,486,California,165
949,1/1/2018,1221,282,Veg Burger,2,Veggie Delight,1224,2277,California,456
310,1/1/2018,-78,141,Veg Burger,3,Veg Char Grilled,-546,396,California,288
323,1/1/2018,684,189,NonVeg Burger,4,Crispy Chicken,654,1530,California,276
530,1/1/2018,435,285,NonVeg Burger,5,Chicken Fillet,78,840,California,402
775,1/1/2018,435,285,Veg Pizza,8,Margherita,75,840,Nevada,405
775,1/1/2018,603,141,Veg Pizza,9,Veggie Loaded,519,1158,Nevada,282
775,1/1/2018,417,90,Veg Pizza,10,My Own Veg,402,786,Nevada,168
702,1/1/2018,936,231,NonVeg Pizza,11,Spicy Chicken,948,1833,Nevada,342
775,1/1/2018,684,189,NonVeg Pizza,12,Chicken Loaded,660,1530,Nevada,273
775,1/1/2018,-735,279,NonVeg Pizza,13,Pepperoni,-1656,57,Nevada,396
702,1/1/2018,78,12,NonVeg Burger,6,Chicken Char Grilled,51,144,Nevada,48
775,1/1/2018,126,36,Veg Burger,2,Veggie Delight,-15,255,Nevada,141
702,1/1/2018,102,24,Veg Burger,3,Veg Char Grilled,18,207,Nevada,96
702,1/1/2018,78,12,NonVeg Burger,4,Crispy Chicken,51,144,Nevada,48
775,1/1/2018,81,15,NonVeg Burger,5,Chicken Fillet,48,150,Nevada,54
503,1/1/2018,162,30,Veg Pizza,8,Margherita,153,303,Oregon,66
503,1/1/2018,168,42,Veg Pizza,9,Veggie Loaded,135,336,Oregon,84
541,1/1/2018,144,24,NonVeg Pizza,11,Spicy Chicken,132,270,Oregon,63
503,1/1/2018,378,81,NonVeg Pizza,12,Chicken Loaded,318,705,Oregon,183
541,1/1/2018,348,78,NonVeg Pizza,13,Pepperoni,312,672,Oregon,153
971,1/1/2018,513,141,NonVeg Burger,6,Chicken Char Grilled,462,1146,Oregon,228
503,1/1/2018,261,171,Veg Burger,1,Crispy Veg,6,504,Oregon,270
503,1/1/2018,279,66,Veg Burger,2,Veggie Delight,132,537,Oregon,204
971,1/1/2018,249,54,Veg Burger,3,Veg Char Grilled,195,471,Oregon,129
503,1/1/2018,216,66,NonVeg Burger,4,Crispy Chicken,75,435,Oregon,177
503,1/1/2018,240,57,NonVeg Burger,5,Chicken Fillet,153,471,Oregon,147
509,1/1/2018,558,120,Veg Pizza,8,Margherita,537,1041,Washington,225
360,1/1/2018,153,27,Veg Pizza,9,Veggie Loaded,141,285,Washington,66
253,1/1/2018,339,60,NonVeg Pizza,11,Spicy Chicken,327,603,Washington,135
206,1/1/2018,267,57,NonVeg Pizza,12,Chicken Loaded,225,504,Washington,129
425,1/1/2018,315,204,NonVeg Pizza,13,Pepperoni,36,603,Washington,306
206,1/1/2018,186,45,NonVeg Burger,4,Crispy Chicken,165,369,Washington,84
206,1/1/2018,198,60,NonVeg Burger,5,Chicken Fillet,60,402,Washington,168
425,1/1/2018,243,63,NonVeg Burger,6,Chicken Char Grilled,183,504,Washington,132
206,1/1/2018,231,48,Veg Burger,2,Veggie Delight,177,435,Washington,123
509,1/1/2018,333,216,Veg Burger,3,Veg Char Grilled,42,639,Washington,321
970,1/2/2018,510,141,Veg Pizza,8,Margherita,441,1086,Colorado,213
970,1/2/2018,225,147,Veg Pizza,9,Veggie Loaded,-12,411,Colorado,234
719,1/2/2018,240,57,Veg Pizza,10,My Own Veg,147,447,Colorado,141
970,1/2/2018,219,66,NonVeg Pizza,11,Spicy Chicken,81,423,Colorado,165
970,1/2/2018,222,57,NonVeg Pizza,12,Chicken Loaded,150,435,Colorado,120
970,1/2/2018,168,42,NonVeg Pizza,13,Pepperoni,135,321,Colorado,78
303,1/2/2018,336,63,NonVeg Burger,5,Chicken Fillet,357,603,Colorado,96
970,1/2/2018,342,72,NonVeg Burger,6,Chicken Char Grilled,264,603,Colorado,165
720,1/2/2018,432,81,Veg Burger,1,Crispy Veg,468,777,Colorado,117
303,1/2/2018,321,81,Veg Burger,2,Veggie Delight,303,606,Colorado,117
303,1/2/2018,411,78,Veg Burger,3,Veg Char Grilled,441,741,Colorado,114
630,1/2/2018,432,81,Veg Pizza,8,Margherita,468,777,Illinois,117
773,1/2/2018,321,81,Veg Pizza,9,Veggie Loaded,303,606,Illinois,117
815,1/2/2018,411,78,Veg Pizza,10,My Own Veg,441,741,Illinois,114
708,1/2/2018,336,63,NonVeg Pizza,11,Spicy Chicken,351,603,Illinois,99
708,1/2/2018,342,72,NonVeg Pizza,12,Chicken Loaded,264,603,Illinois,165
815,1/2/2018,933,231,NonVeg Burger,5,Chicken Fillet,894,1743,Illinois,330
630,1/2/2018,687,189,NonVeg Burger,6,Chicken Char Grilled,633,1461,Illinois,261
312,1/2/2018,618,144,Veg Burger,2,Veggie Delight,513,1131,Illinois,273
773,1/2/2018,450,99,Veg Burger,3,Veg Char Grilled,423,813,Illinois,165
563,1/2/2018,933,231,Veg Pizza,8,Margherita,894,1743,Iowa,330
712,1/2/2018,450,99,Veg Pizza,9,Veggie Loaded,423,813,Iowa,165
641,1/2/2018,687,189,NonVeg Pizza,11,Spicy Chicken,627,1461,Iowa,264
641,1/2/2018,882,273,NonVeg Pizza,12,Chicken Loaded,753,1707,Iowa,375
712,1/2/2018,84,15,NonVeg Burger,5,Chicken Fillet,48,150,Iowa,51
319,1/2/2018,129,0,NonVeg Burger,6,Chicken Char Grilled,141,138,Iowa,33
319,1/2/2018,81,15,Veg Burger,1,Crispy Veg,45,144,Iowa,51
641,1/2/2018,105,24,Veg Burger,2,Veggie Delight,27,201,Iowa,87
641,1/2/2018,93,21,Veg Burger,3,Veg Char Grilled,54,174,Iowa,57
573,1/2/2018,183,117,Veg Pizza,8,Margherita,-36,333,Missouri,207
573,1/2/2018,54,78,Veg Pizza,9,Veggie Loaded,-141,327,Missouri,150
417,1/2/2018,141,33,NonVeg Pizza,11,Spicy Chicken,39,261,Missouri,114
573,1/2/2018,114,33,NonVeg Pizza,12,Chicken Loaded,-30,216,Missouri,135
573,1/2/2018,123,36,NonVeg Pizza,13,Pepperoni,-18,237,Missouri,135
314,1/2/2018,219,42,NonVeg Burger,5,Chicken Fillet,213,393,Missouri,75
636,1/2/2018,183,33,NonVeg Burger,6,Chicken Char Grilled,168,330,Missouri,69
573,1/2/2018,321,96,Veg Burger,2,Veggie Delight,186,618,Missouri,195
636,1/2/2018,270,69,Veg Burger,3,Veg Char Grilled,204,528,Missouri,132
419,1/2/2018,102,18,Veg Pizza,8,Margherita,75,180,Ohio,51
513,1/2/2018,144,24,Veg Pizza,9,Veggie Loaded,126,255,Ohio,60
614,1/2/2018,360,78,NonVeg Pizza,11,Spicy Chicken,276,639,Ohio,174
740,1/2/2018,360,78,NonVeg Pizza,12,Chicken Loaded,315,660,Ohio,147
513,1/2/2018,510,141,NonVeg Burger,5,Chicken Fillet,435,1086,Ohio,216
513,1/2/2018,219,66,NonVeg Burger,6,Chicken Char Grilled,81,423,Ohio,165
330,1/2/2018,240,57,Veg Burger,1,Crispy Veg,147,447,Ohio,141
330,1/2/2018,228,48,Veg Burger,2,Veggie Delight,168,408,Ohio,114
513,1/2/2018,225,147,Veg Burger,3,Veg Char Grilled,-12,411,Ohio,234
715,1/2/2018,327,60,Veg Pizza,8,Margherita,294,555,Wisconsin,129
920,1/2/2018,204,39,Veg Pizza,9,Veggie Loaded,192,369,Wisconsin,75
715,1/2/2018,243,51,NonVeg Pizza,11,Spicy Chicken,183,438,Wisconsin,120
920,1/2/2018,270,174,NonVeg Pizza,12,Chicken Loaded,12,495,Wisconsin,261
262,1/2/2018,252,63,NonVeg Burger,5,Chicken Fillet,186,492,Wisconsin,126
715,1/2/2018,186,45,NonVeg Burger,6,Chicken Char Grilled,156,351,Wisconsin,81
715,1/2/2018,195,60,Veg Burger,1,Crispy Veg,54,378,Wisconsin,159
715,1/2/2018,384,249,Veg Burger,2,Veggie Delight,66,702,Wisconsin,339
262,1/2/2018,309,75,Veg Burger,3,Veg Char Grilled,222,576,Wisconsin,159
475,1/2/2018,321,96,Veg Pizza,9,Veggie Loaded,183,618,Connecticut,198
203,1/2/2018,270,69,Veg Pizza,10,My Own Veg,204,528,Connecticut,132
475,1/2/2018,219,42,NonVeg Pizza,11,Spicy Chicken,213,393,Connecticut,75
959,1/2/2018,117,21,NonVeg Pizza,13,Pepperoni,93,210,Connecticut,54
203,1/2/2018,270,174,NonVeg Burger,5,Chicken Fillet,12,495,Connecticut,261
959,1/2/2018,225,54,NonVeg Burger,6,Chicken Char Grilled,129,417,Connecticut,138
860,1/2/2018,585,126,Veg Burger,2,Veggie Delight,540,1038,Connecticut,222
754,1/2/2018,186,45,Veg Pizza,8,Margherita,150,351,Florida,84
904,1/2/2018,195,60,Veg Pizza,9,Veggie Loaded,54,378,Florida,159
352,1/2/2018,252,63,Veg Pizza,10,My Own Veg,186,492,Florida,126
850,1/2/2018,144,24,NonVeg Pizza,11,Spicy Chicken,126,255,Florida,60
850,1/2/2018,204,39,NonVeg Pizza,13,Pepperoni,195,369,Florida,72
850,1/2/2018,384,249,NonVeg Burger,5,Chicken Fillet,72,702,Florida,336
352,1/2/2018,309,75,NonVeg Burger,6,Chicken Char Grilled,228,576,Florida,156
561,1/2/2018,360,78,Veg Burger,2,Veggie Delight,279,639,Florida,171
352,1/2/2018,360,78,Veg Burger,3,Veg Char Grilled,315,660,Florida,147
508,1/2/2018,219,66,Veg Pizza,9,Veggie Loaded,81,423,Massachusetts,165
508,1/2/2018,144,24,NonVeg Pizza,11,Spicy Chicken,126,255,Massachusetts,60
978,1/2/2018,102,18,NonVeg Pizza,13,Pepperoni,75,180,Massachusetts,51
774,1/2/2018,222,147,NonVeg Burger,5,Chicken Fillet,-18,408,Massachusetts,234
774,1/2/2018,510,141,NonVeg Burger,7,Mutton Char Grilled,441,1086,Massachusetts,213
857,1/2/2018,1185,72,Veg Burger,2,Veggie Delight,1515,1503,Massachusetts,165
603,1/2/2018,123,36,Veg Pizza,9,Veggie Loaded,-18,237,New Hampshire,135
603,1/2/2018,81,15,NonVeg Pizza,11,Spicy Chicken,48,144,New Hampshire,48
603,1/2/2018,129,0,NonVeg Pizza,13,Pepperoni,141,138,New Hampshire,33
603,1/2/2018,183,117,NonVeg Burger,5,Chicken Fillet,-30,333,New Hampshire,204
603,1/2/2018,114,33,NonVeg Burger,7,Mutton Char Grilled,-27,216,New Hampshire,132
603,1/2/2018,180,39,Veg Burger,1,Crispy Veg,111,324,New Hampshire,105
603,1/2/2018,207,42,Veg Burger,2,Veggie Delight,102,363,New Hampshire,138
518,1/2/2018,765,273,Veg Pizza,9,Veggie Loaded,582,1584,New York,372
845,1/2/2018,-99,198,Veg Pizza,10,My Own Veg,-534,576,New York,261
347,1/2/2018,411,78,NonVeg Pizza,11,Spicy Chicken,444,741,New York,111
631,1/2/2018,432,81,NonVeg Pizza,12,Chicken Loaded,468,777,New York,117
347,1/2/2018,336,63,NonVeg Pizza,13,Pepperoni,351,603,New York,99
585,1/2/2018,-180,330,NonVeg Burger,5,Chicken Fillet,-903,195,New York,429
917,1/2/2018,1056,189,NonVeg Burger,7,Mutton Char Grilled,1176,1854,New York,264
718,1/2/2018,1161,270,Veg Burger,2,Veggie Delight,1092,2061,New York,426
318,1/2/2018,189,48,Veg Pizza,8,Margherita,156,357,Louisiana,84
985,1/2/2018,321,96,Veg Pizza,9,Veggie Loaded,186,618,Louisiana,195
504,1/2/2018,168,30,Veg Burger,2,Veggie Delight,150,300,Louisiana,66
504,1/2/2018,204,39,Veg Burger,3,Veg Char Grilled,195,369,Louisiana,72
318,1/2/2018,270,174,NonVeg Burger,4,Crispy Chicken,9,495,Louisiana,264
225,1/2/2018,327,60,NonVeg Burger,5,Chicken Fillet,288,555,Louisiana,132
985,1/2/2018,243,51,NonVeg Burger,6,Chicken Char Grilled,183,438,Louisiana,120
505,1/2/2018,81,15,Veg Pizza,8,Margherita,45,144,New Mexico,51
505,1/2/2018,105,24,Veg Pizza,9,Veggie Loaded,21,201,New Mexico,90
505,1/2/2018,207,42,Veg Burger,2,Veggie Delight,108,363,New Mexico,135
505,1/2/2018,54,78,Veg Burger,3,Veg Char Grilled,-138,327,New Mexico,147
505,1/2/2018,114,33,NonVeg Burger,4,Crispy Chicken,-30,216,New Mexico,135
505,1/2/2018,183,117,NonVeg Burger,5,Chicken Fillet,-30,333,New Mexico,204
505,1/2/2018,141,33,NonVeg Burger,6,Chicken Char Grilled,36,261,New Mexico,117
580,1/2/2018,195,60,Veg Pizza,8,Margherita,48,378,Oklahoma,162
405,1/2/2018,384,249,Veg Pizza,9,Veggie Loaded,66,702,Oklahoma,339
405,1/2/2018,168,42,Veg Burger,2,Veggie Delight,129,321,Oklahoma,81
580,1/2/2018,144,24,Veg Burger,3,Veg Char Grilled,129,255,Oklahoma,57
580,1/2/2018,360,78,NonVeg Burger,4,Crispy Chicken,312,660,Oklahoma,150
580,1/2/2018,102,18,NonVeg Burger,5,Chicken Fillet,75,180,Oklahoma,51
405,1/2/2018,360,78,NonVeg Burger,6,Chicken Char Grilled,279,639,Oklahoma,171
915,1/2/2018,240,57,Veg Pizza,8,Margherita,147,447,Texas,141
325,1/2/2018,228,48,Veg Pizza,9,Veggie Loaded,168,408,Texas,114
430,1/2/2018,756,198,Veg Burger,2,Veggie Delight,729,1488,Texas,264
430,1/2/2018,321,81,Veg Burger,3,Veg Char Grilled,303,606,Texas,117
956,1/2/2018,342,72,NonVeg Burger,4,Crispy Chicken,258,603,Texas,168
409,1/2/2018,432,81,NonVeg Burger,5,Chicken Fillet,471,777,Texas,114
214,1/2/2018,336,63,NonVeg Burger,6,Chicken Char Grilled,357,603,Texas,96
435,1/2/2018,180,39,Veg Pizza,8,Margherita,108,324,Utah,108
435,1/2/2018,207,42,Veg Pizza,9,Veggie Loaded,108,363,Utah,135
435,1/2/2018,54,78,Veg Pizza,10,My Own Veg,-138,327,Utah,147
801,1/2/2018,183,117,NonVeg Pizza,11,Spicy Chicken,-30,333,Utah,204
801,1/2/2018,141,33,NonVeg Pizza,12,Chicken Loaded,39,261,Utah,114
435,1/2/2018,114,33,NonVeg Pizza,13,Pepperoni,-27,216,Utah,132
435,1/2/2018,219,42,NonVeg Burger,6,Chicken Char Grilled,213,393,Utah,75
801,1/2/2018,270,69,Veg Burger,1,Crispy Veg,204,528,Utah,132
435,1/2/2018,225,54,Veg Burger,2,Veggie Delight,135,417,Utah,135
435,1/2/2018,321,96,Veg Burger,3,Veg Char Grilled,183,618,Utah,198
435,1/2/2018,183,33,NonVeg Burger,4,Crispy Chicken,168,330,Utah,69
435,1/2/2018,189,48,NonVeg Burger,5,Chicken Fillet,156,357,Utah,84
209,1/2/2018,411,78,Veg Pizza,8,Margherita,444,741,California,111
559,1/2/2018,756,198,Veg Pizza,9,Veggie Loaded,729,1488,California,264
408,1/2/2018,321,81,Veg Pizza,10,My Own Veg,303,606,California,117
805,1/2/2018,432,81,NonVeg Pizza,11,Spicy Chicken,471,777,California,114
707,1/2/2018,336,63,NonVeg Pizza,12,Chicken Loaded,357,603,California,96
530,1/2/2018,342,72,NonVeg Pizza,13,Pepperoni,258,603,California,168
707,1/2/2018,933,231,NonVeg Burger,6,Chicken Char Grilled,900,1743,California,327
626,1/2/2018,84,99,Veg Burger,1,Crispy Veg,-120,423,California,165
213,1/2/2018,1161,270,Veg Burger,2,Veggie Delight,1092,2061,California,426
925,1/2/2018,-78,144,Veg Burger,3,Veg Char Grilled,-522,390,California,273
619,1/2/2018,687,189,NonVeg Burger,4,Crispy Chicken,633,1461,California,261
916,1/2/2018,507,330,NonVeg Burger,5,Chicken Fillet,117,927,California,429
702,1/2/2018,507,330,Veg Pizza,8,Margherita,117,927,Nevada,429
